"symbol","log2FC","pvalue","padj"
"AGMO",-0.0462652404072228,0.068295677086768,0.291388234013076
"AGPAT1",0.168689346226912,0.0820962896480922,0.320654980569072
"AGPAT2",0.588334275355716,0.00377309312881817,0.0774491012176261
"AGPAT3",0.0934787968050754,0.460162237601434,0.686217996128474
"AGPAT4",-0.0750509215438873,0.618947655110427,0.800578981862479
"AGPAT4-IT1",-0.12713076385063,0.249781055830171,0.547523617191656
"AGPAT5",0.345953574105064,0.139146777730605,0.41938620599533
"AGPAT6",-0.0146327576416287,0.778523507000125,0.897501786574297
"AGPAT9",0.797110353680245,0.00203650440696913,0.0594243552306573
"AGPHD1",0.0242809399715369,0.861955440774434,0.937956080538096
"AGPS",0.152635019226098,0.030343422342473,0.194249979921416
"AGRN",-0.157249590262865,0.390469609186923,0.632969171284309
"AGRP",-0.014324428675406,0.733564847141429,0.871319491773391
"AGSK1",-0.436364918350108,0.0187394728055714,0.155235683931575
"AGT",-1.00372496320924,0.332924441535852,0.632969171284309
"AGTPBP1",0.191268174962139,0.147451855212693,0.430849399218684
"AGTR1",0.841395928924524,0.0846843501281094,0.325441103498058
"AGTRAP",1.05410348141089,0.000297595379754023,0.0267753176395356
"AGXT2L1",0.00534089911151578,0.391002218955771,0.632969171284309
"AGXT2L2",-0.0915931448272449,0.326522454070274,0.632287502232135
"AHCTF1",1.10839659911914,0.0173930508249676,0.149697320519229
"AHCY",0.0718590436358904,0.707502275081653,0.855766428949825
"AHCYL1",0.154434018238258,0.093448553650709,0.33999336507494
"AHCYL2",-0.575187879878259,0.0121709189223409,0.12757801420538
"AHDC1",-0.526370266473907,0.00355629565632425,0.0756160282111657
"AHI1",-0.383721512414182,0.00544001946787839,0.0885219156087214
"AHNAK",0.329806764941525,0.0226958877668092,0.168795754353495
"AHNAK2",-0.472862914007045,0.491149064662128,0.709664752612921
"AHR",-0.159047419408238,0.472928062136075,0.696331840257025
"AHRR",-0.333028840952649,0.164819675202424,0.455374689775933
"AHSA1",0.17283732630108,0.0935208736655839,0.340034547954529
"AHSA2",0.112749395632405,0.109016282272405,0.368392006552236
"AHSG",-0.00751482716459517,0.391002218955771,0.632969171284309
"AICDA",-0.0309681615353375,0.328571779005105,0.632969171284309
"AIDA",0.369624366090501,0.00615487399193881,0.0932297904593443
"AIF1",0.00653478927595515,0.435626541345353,0.666244290903092
"AIF1L",-1.21739494749186,0.0192855878131197,0.157231909371594
"AIFM1",-0.0158744402512392,0.850435572082208,0.93217621745879
"AIFM2",0.649423356965828,1.82325850808766e-05,0.00864224532833549
"AIFM3",0.114478334637812,0.0858210920447968,0.327542636056281
"AIG1",-0.370980834469213,0.0508231791542285,0.248945271108065
"AIM1",0.472349001212653,0.0231566640706279,0.170529219230232
"AIM1L",-0.00280691764037209,0.391002218955771,0.632969171284309
"AIMP1",0.00863970985610951,0.945200376374405,0.976764017572062
"AIMP2",0.221697915124487,0.0137236427893933,0.133888189743509
"AIP",0.0662363333139444,0.478235548716383,0.700681620980784
"AIPL1",0.0225208638539435,0.557455116892686,0.759562911869688
"AJUBA",-0.266093910907428,0.171422148784985,0.463404929682488
"AK1",-0.307222609826279,0.0680716303077409,0.291068000748215
"AK2",-0.019638954086985,0.899107465662572,0.955292465567023
