"symbol","log2FC","pvalue","padj"
"COMT",0.231259142053767,0.121679198438878,0.39183839462223
"COMTD1",0.757095929797872,0.0063152267309805,0.0944062244462715
"COPA",-0.000709892403849111,0.985225910576748,0.993568410623809
"COPB1",0.198656289642085,0.0225509161416562,0.168365157240471
"COPB2",-0.0937199977580772,0.393912682439801,0.634811698391861
"COPE",0.0137747667420598,0.897308547212607,0.954102918335601
"COPG1",0.10722392511005,0.141506539702468,0.422757585330939
"COPG2",-0.22707093341834,0.262883476679674,0.564142831911747
"COPS2",-0.0926004346782578,0.169634580241966,0.460978668035362
"COPS3",-0.240242455208632,0.0149433441165386,0.139151389343944
"COPS4",-0.0957512198558597,0.250578595958802,0.548703598181787
"COPS5",-0.0517040748240154,0.311183716766539,0.616655893916684
"COPS6",-0.144467019295234,0.170259214324691,0.461802871065743
"COPS7A",0.00487344596138328,0.951996584700337,0.979768080449521
"COPS7B",-0.220768749175956,0.053490292443571,0.256381692478962
"COPS8",0.0504723607218267,0.551971115271957,0.755263441117737
"COPZ1",-0.224018809156599,0.00505250387675329,0.0865876193481687
"COPZ2",-0.0611930287132365,0.733234309058147,0.871007063706359
"COQ10A",0.0328058150846671,0.869211290331371,0.941074280949402
"COQ10B",0.0694880906388264,0.337181892221869,0.632969171284309
"COQ2",0.461420831919847,0.0635718043447113,0.280976676287268
"COQ3",0.238374290011676,0.146308205555413,0.42989925412215
"COQ4",-0.14033344626645,0.278339909102713,0.580891086071964
"COQ5",-0.0999173479133031,0.351647689606204,0.632969171284309
"COQ6",-0.0994426450116395,0.27792086535249,0.580390511203555
"COQ7",-0.201729222044391,0.00147788560258588,0.0510337702361371
"COQ9",-0.113668123151529,0.329772928154818,0.632969171284309
"CORIN",1.08802947587188,0.0107905272000582,0.121493930019838
"CORO1A",-0.231712046592065,0.00823480050300971,0.106618995986336
"CORO1B",0.366770020542742,0.0133705028806419,0.132344168496164
"CORO1C",0.312468763096761,0.0378291116516327,0.215727537826341
"CORO2A",0.0256383868002073,0.494963860779641,0.712006006775277
"CORO2B",-1.17432976547574,0.00762519466275917,0.103051483363047
"CORO6",2.13340530527165,0.00716114475611275,0.100701654985742
"CORO7",0.407326163134933,0.0335709469400673,0.203055643583339
"CORO7-PAM16",0.150673407120004,0.413329208786494,0.649680194314399
"CORT",-0.0155527796820192,0.857275325639966,0.935393222081135
"COTL1",0.367257049524439,0.0480495810667007,0.242986093793979
"COX10",0.187736538518278,0.177178942781555,0.471619719766708
"COX11",0.915675473571278,0.00698674835230324,0.0991822260618417
"COX14",0.329961253225052,0.0110482773655679,0.122599157439333
"COX15",-0.114173314476153,0.0437912881619576,0.232749369462859
"COX16",0.191748081084024,0.160298988954048,0.449336586085818
"COX17",0.153443005204811,0.177224357430567,0.471628131070776
"COX18",-0.0155168255917901,0.806857378218246,0.912856818550805
"COX19",-0.193166456099946,0.121908165563656,0.392119936775834
"COX20",-0.0619976299213945,0.482081786643521,0.702521306850403
"COX4I1",-0.0240132628743748,0.789344425166606,0.903103706504641
"COX4I2",0.0228941233115673,0.391002218955771,0.632969171284309
"COX4NB",0.366484915032996,2.34824173177346e-05,0.0106129604221594
"COX5A",0.152981464703754,0.0406296144587734,0.223122136692046
"COX5B",0.12988499771605,0.163710648199264,0.454312828374196
"COX6A1",0.0539412336697938,0.622424670766588,0.803307281954966
"COX6B1",0.0204539871939389,0.793764131128235,0.905229277879591
"COX6B2",-0.0493399983760978,0.438281364253293,0.668697146954171
"COX6C",-0.000399013896996259,0.996468044558918,0.998420291707466
"COX7A1",0.348180595316936,0.011288407159434,0.123278767981658
"COX7A2",0.199187626638128,0.580085868678328,0.775976650047813
"COX7A2L",-0.0368606114124592,0.692650932696657,0.846481226422896
"COX7B",-0.155287182370879,0.408264668512474,0.6457198158923
"COX7C",0.0389101383783412,0.713886077063491,0.859604660885378
"COX8A",0.111310420362002,0.410797541477637,0.647498334899852
"COX8C",-0.118283569724768,0.0912306475602692,0.33613599500992
"CP",-0.0308708833366085,0.824720345269895,0.92044198915698
"CPA1",-0.108598823436735,0.281042421390345,0.583680860507777
"CPA2",-0.0275117388004292,0.204914879532991,0.49469761103654
"CPA3",-0.00789082817070166,0.391002218955771,0.632969171284309
"CPA4",-1.42236774684122,0.0396463107159359,0.220730851997792
"CPA5",0.00167334922165718,0.966306937381315,0.986199402429812
"CPA6",-0.452816315086897,0.0352371843544773,0.208526017279206
"CPAMD8",-0.00929507398541009,0.404058141395029,0.642696506782698
"CPB1",-0.0290044717467135,0.130601174459868,0.406410533427843
"CPB2",-0.00508681029698679,0.71860748313244,0.862116045879119
"CPD",0.546734950909975,0.143921877138505,0.426178449678696
"CPE",-0.238455362830948,0.51308782428565,0.727463980241287
"CPEB1",-0.67287953166216,0.0635362361983388,0.280883351746705
"CPEB2",0.189220510570339,0.170631214393435,0.462489124201118
"CPEB3",0.0349623844448891,0.747754071732,0.879628564246347
"CPEB4",0.110677498264734,0.475674349096106,0.698153863026488
"CPLX1",-0.017812054384639,0.419229586972639,0.653824556073049
"CPLX2",-0.00671470129369683,0.186157931503883,0.475296744347652
"CPLX3",0.00666425546840941,0.391002218955771,0.632969171284309
"CPLX4",-0.00509011404282763,0.67027805701947,0.833782484805503
"CPM",1.154110589558,0.0233690480395199,0.171150492670746
"CPN2",-0.0141088586926102,0.190203186631589,0.480816288467603
"CPNE1",-0.0973919308127655,0.0543037565652635,0.258408228474371
"CPNE2",0.0990624806444971,0.578151610954447,0.774508748003635
"CPNE3",0.40289800097008,0.000826538212411704,0.0403726386768383
"CPNE4",-0.0170456832081265,0.352774922985093,0.632969171284309
"CPNE5",0.098001521729117,0.365133701734525,0.632969171284309
"CPNE7",0.0574618799365993,0.839892599685533,0.927697348188667
"CPNE8",-0.0920370723156305,0.259047771304583,0.559494819685849
"CPNE9",-0.0407281697203667,0.138369374776366,0.418793089768555
"CPO",-0.0305939224427733,0.722274474084333,0.864619394585438
"CPOX",0.0541167060590855,0.661927435521418,0.829073071791908
"CPPED1",0.777179327273404,0.00123527396946193,0.0466142025680061
"CPQ",-0.0983739341802146,0.47429703587956,0.697461198484049
"CPS1",-0.208425905207929,0.206331732815575,0.496319169242598
"CPSF1",-0.0059231886415585,0.975767939611887,0.989434028134155
"CPSF2",-0.00698891910051769,0.923009252162585,0.968561652620285
"CPSF3",0.0635573202372877,0.545155488413701,0.751171842212125
"CPSF3L",0.060179324132859,0.469378513025059,0.693364398155138
"CPSF4",-0.217040669959039,0.0230571986797717,0.170302559862302
"CPSF4L",-0.0857443203932524,0.531101148927422,0.740842644864737
"CPSF6",0.0361936835114802,0.44859203682859,0.677068782519946
"CPSF7",-0.109806180229208,0.180292425441431,0.474313985989512
"CPT1A",0.70216642907035,0.00578574744718022,0.0911923892039744
"CPT1B",0.213584315169437,0.457937898171897,0.684581931774818
"CPT1C",0.000673132009154198,0.99128409576921,0.9962974914145
"CPT2",-0.156277749036323,0.255976790334757,0.555516799929164
"CPVL",-0.00578921061264318,0.946463590385292,0.977497657200817
"CPXM1",-0.393909970475931,0.14886140785751,0.43236774776608
"CPXM2",-0.0855900652185921,0.875015740760077,0.943572073350979
"CPZ",-0.556658983970001,0.0492213779277938,0.24530416431249
"CR1",-0.00172419566757379,0.817257125711335,0.917411561068507
"CRABP1",0.0473087570878898,0.391002218955771,0.632969171284309
"CRABP2",-1.59080287255392,0.00134239773781438,0.0491302403704044
"CRADD",-0.175047756806252,0.241433986622118,0.537891562078899
"CRAMP1L",0.0135464171950281,0.656491939076064,0.82519011344701
"CRAT",0.137652531299931,0.116248954711028,0.382135011139058
"CRB1",-0.0776094335620806,0.0514944698583696,0.250957234673552
"CRB2",-0.000512934610911567,0.870860670495617,0.941892945052564
"CRB3",0.0273276170633066,0.68977535068768,0.844149506628739
"CRBN",0.0796006465256993,0.49291510510335,0.710895150469647
"CRCP",0.0291444438605861,0.437489715959435,0.668094856196421
"CREB1",-0.259585796350394,0.0592055294260006,0.271560127180764
"CREB3",-0.0193645308578816,0.696435859245167,0.849252336611067
"CREB3L1",-0.953206370249394,0.000149314418636606,0.0211310982666084
"CREB3L2",0.510880115659323,0.0377073323116228,0.215477205313548
"CREB3L3",-0.00567482989396554,0.391002218955771,0.632969171284309
"CREB3L4",-0.0390764319388128,0.842062486333901,0.928900341742232
"CREB5",-1.53829701288305,0.00145582598167258,0.0506746221865191
"CREBBP",-0.0961601073588101,0.367598835576046,0.632969171284309
"CREBL2",0.20339336043295,0.209181383444385,0.498740155300967
"CREBZF",0.0352507779901656,0.718266914278731,0.861921634173386
"CREG1",0.0518300397313105,0.699231714293071,0.85072672925745
"CREG2",-0.0151914765292677,0.277875424662559,0.580390511203555
"CRELD1",-0.0116283829259975,0.983138369673079,0.992741924359691
"CRELD2",-0.157748466624553,0.653762623654362,0.823463790789998
"CREM",-0.165782577991447,0.136662258923937,0.416153923523628
"CRHBP",-0.0139406755149412,0.571904106996674,0.770227610212985
"CRHR2",-0.0132242107780758,0.149220630386882,0.432935905039268
"CRIM1",1.0447727197113,0.0172926058781729,0.1493809109106
"CRIP1",0.0412145474009826,0.891789400710799,0.95194085540007
"CRIP2",0.635707747824329,0.00252251997951016,0.0658906630131725
"CRIP3",-0.0200140945470959,0.606700445635295,0.792326890697959
"CRIPAK",-0.0126931750932846,0.973472725636737,0.988484102258896
"CRIPT",0.0474916624223614,0.732959809514206,0.870788797774249
"CRISP3",0.00482474272768084,0.391002218955771,0.632969171284309
"CRISPLD1",-0.0031742380338324,0.969801115839028,0.98774251272028
"CRISPLD2",2.50525606149836,0.00214741802410942,0.0604490502367105
"CRK",0.22370164154698,0.01178057526232,0.125742769875246
"CRKL",0.0552067867431481,0.391260178827898,0.633064159059125
"CRLF1",0.204314597598821,0.64975691541291,0.820859286106378
"CRLF3",0.610633276396336,0.00945457929552634,0.114872748743394
"CRLS1",0.484538209517612,0.00424688343462986,0.0817167650184125
"CRMP1",-0.24986645939132,0.0785209942465006,0.312700205366085
"CRNDE",-0.0242185475754469,0.884370940714602,0.947822470735542
"CRNKL1",0.185049816418631,0.0403474772693826,0.222569648950662
"CROCC",0.0222442947466011,0.886735018607486,0.949152255541853
"CROCCP2",0.0542609574324815,0.783404636099446,0.899701017508626
"CROCCP3",-0.23890433914664,0.00640625890544344,0.0948927100368809
"CROT",-0.151329026028705,0.611630697434757,0.796092762271455
"CRP",0.00793967894835874,0.583426275834714,0.777766515031973
"CRSP8P",-0.0203621988023957,0.453219020804138,0.680879595725697
"CRTAM",0.020532125693496,0.212703526226209,0.503002072239421
"CRTAP",0.00521221878312783,0.927425161393215,0.96999518261776
"CRTC1",0.0207678670144431,0.862036693913507,0.937956080538096
"CRTC2",0.306655220757277,0.015695760819281,0.142738144951758
"CRTC3",0.0203857647620529,0.862790029772228,0.938362289374052
"CRX",0.0276206671465556,0.500485825989519,0.716285554332447
"CRY1",0.100219142722203,0.435777878625425,0.666370862633293
"CRY2",-0.156958057511336,0.200523517077037,0.49111203917771
"CRYAB",0.47052246752272,0.0804673826883173,0.316899646523317
"CRYBA1",-0.0392842533542244,0.334561015253543,0.632969171284309
"CRYBA2",0.0427937739005935,0.205906966471765,0.495737857583286
"CRYBB1",-0.0704700419216824,0.415879134389653,0.651011812885426
"CRYBB2",0.0961110175472918,0.397858887954295,0.637748895690897
"CRYBB2P1",-0.237837412885591,0.536131960101036,0.744381023776256
"CRYGN",0.272855000450854,0.106989429877667,0.365290333844446
"CRYGS",-0.0744251374084477,0.599580649380293,0.78837318917742
"CRYL1",-0.237940911529685,0.0829704957919425,0.322312206993266
"CRYM",-0.336176496290313,0.145607207062773,0.428552243231551
"CRYM-AS1",-0.00190718855364269,0.970680376343271,0.987906678924149
"CRYZ",-0.209830093791596,0.272292801797119,0.574171490906266
"CRYZL1",-0.0724084267724292,0.568388508496784,0.767620727875365
"CS",-0.0581731065514592,0.451036923819801,0.678975107475819
"CSAD",-0.180342908785194,0.120072757022622,0.388915659996272
"CSDA",0.51220130102591,0.0022047523357166,0.0613856115935765
"CSDAP1",0.0521756010713494,0.392272903143019,0.633420986698559
"CSDC2",-0.350471864004684,0.390623453345031,0.632969171284309
"CSDE1",0.0175648504803876,0.849019116419196,0.931510049595814
"CSE1L",-0.0979536306061446,0.174607699807036,0.468238724720565
"CSF1",0.381058886325717,0.0235965199635885,0.17187959856536
"CSF1R",0.0160545770076461,0.447787554612875,0.676739425132549
"CSF2",-0.0266525615624835,0.627857067034598,0.807636632297483
"CSF2RA",0.0176429758656301,0.575410618503526,0.772533515650239
"CSF2RB",0.00216518764086525,0.391002218955771,0.632969171284309
"CSF3",-0.01337726754276,0.445302738597378,0.674882119777076
"CSF3R",0.0811395803903702,0.681029042307645,0.839029314840142
"CSGALNACT1",0.347198073898479,0.356713242834916,0.632969171284309
"CSGALNACT2",0.279320409020931,0.0442006010834525,0.233549342429532
"CSH1",-0.0127823192324164,0.391002218955771,0.632969171284309
"CSH2",0.0125171972640124,0.391010419374214,0.632969171284309
"CSK",-0.0886375217448649,0.355454155825451,0.632969171284309
"CSMD1",-0.00524441364438789,0.858052143282897,0.935692825034894
"CSMD2",0.22895081696358,0.426828493122343,0.659401378453853
"CSMD3",0.00256298805830625,0.196630483386526,0.486832458997161
"CSN1S1",-0.0200656987949674,0.391002218955771,0.632969171284309
"CSNK1A1",0.0124945275943587,0.772203138087823,0.893326732876883
"CSNK1A1L",0.00159785487381693,0.907590345522166,0.959844948567576
"CSNK1A1P1",-0.0525819442186411,0.444782594514977,0.674461996083339
"CSNK1D",-0.0426616668184723,0.542131042379378,0.749024219934653
"CSNK1E",0.119351902675628,0.138548527408779,0.418878246827982
"CSNK1G1",-0.0168845918322216,0.600853937810824,0.789209892313423
"CSNK1G2",0.0476164155857814,0.487932920668695,0.707205263750641
"CSNK1G2-AS1",0.0214671850150593,0.546882366978228,0.751939445402683
"CSNK1G3",0.0184005655159076,0.720062809704894,0.863116057719418
"CSNK2A1",-0.0844177492278773,0.330258864441295,0.632969171284309
"CSNK2A1P",-0.0894844104691568,0.202526990704003,0.493029076756317
"CSNK2A2",-0.105886541451063,0.333467941940012,0.632969171284309
"CSNK2B",0.0950712890942254,0.365352846795478,0.632969171284309
"CSPG4",-0.473385704710261,0.0856330255480999,0.327285159576095
"CSPG4P1Y",0.0243987357348711,0.730522487690428,0.869486405302289
"CSPG5",-0.0192121771880853,0.76584709459525,0.890168673702621
"CSPP1",-0.228651238545488,0.0596595974876507,0.272087932829077
"CSRNP1",0.139418070158619,0.384468045052924,0.632969171284309
"CSRNP2",0.0632805849070013,0.480607625486735,0.701987505872704
"CSRNP3",-0.157537289337222,0.0139921963799473,0.13501705285397
"CSRP1",0.448059752971366,0.247408304795401,0.544785432252097
"CSRP2",-0.0207091183118902,0.961382768099655,0.984465594511787
"CSRP2BP",-0.0614486253919897,0.501395089115726,0.717217147201165
"CST1",0.0826189612131179,0.53413744036746,0.742635281386663
"CST3",0.349251636912353,0.00784717365633351,0.103954991709056
"CST4",0.000735543312484421,0.391002218955771,0.632969171284309
"CST6",0.0213244977910166,0.892302883756182,0.951966087116691
"CST7",-0.0155520193900614,0.391002218955771,0.632969171284309
"CSTA",-0.202175507590551,0.787999581097995,0.902308735508982
"CSTB",0.339733680980676,0.145148535327994,0.427915144958167
"CSTF1",-0.068807149567828,0.673726734692498,0.835398798061252
"CSTF2",-0.00875911257775197,0.957041413910297,0.982284243903423
"CSTF2T",0.127471284682224,0.315919436985908,0.622296608390851
"CSTF3",-0.323780672906864,0.0481345816522196,0.24310430733674
"CT62",-0.0631773625785967,0.102887768650617,0.357142411181398
"CTAGE1",-0.0031000935734001,0.391002218955771,0.632969171284309
"CTAGE10P",-0.000371899250540066,0.947151103256094,0.977849583251504
"CTAGE11P",-0.00747337034198988,0.561391547714031,0.762622909148223
"CTAGE15P",0.0510064942328156,0.527414368303989,0.738243361683933
"CTAGE4",0.0352772686184327,0.821063351990214,0.91894409021987
"CTAGE5",0.0855161644202349,0.391425648795636,0.633122435180557
"CTAGE6P",0.0570609862952029,0.507099634672065,0.722558420721233
"CTAGE7P",-0.0204353625081135,0.630288613538476,0.80878368540817
"CTAGE9",0.0408311659052779,0.522803122240371,0.734760235740032
"CTBP1",-0.206423845851043,0.0696949027952721,0.294083048146271
"CTBP2",0.100274019602084,0.205872461373432,0.495716195555852
"CTBS",0.0901611325374785,0.677095296255658,0.836764232800392
"CTC1",0.0349751803245799,0.770535216435145,0.892505594545774
"CTCF",-0.256319876548363,0.0053846420288261,0.0883827138413906
"CTCFL",-0.0038665065383452,0.391002218955771,0.632969171284309
"CTDNEP1",-0.053478474506921,0.0702776183110945,0.294736511699574
"CTDP1",0.258034142376488,0.0457753693960327,0.237313009316356
"CTDSP1",0.0519976237479298,0.590752171368431,0.782464414940988
"CTDSP2",0.0537468865022142,0.300397965576342,0.604928365629269
"CTDSPL",0.149966810902878,0.380876935292943,0.632969171284309
"CTDSPL2",-0.103112278691287,0.087148072101319,0.328861288003307
"CTF1",-0.0132776084901427,0.954850299621829,0.981194184290941
"CTGF",1.2047429850017,0.136916447350633,0.416709440461352
"CTH",0.492692112275072,0.0367005883586994,0.212816032697362
"CTHRC1",0.930113118753654,0.233471439510674,0.528836592334163
"CTIF",0.126020060291565,0.241049042078257,0.537773743973005
"CTLA4",0.0113245822306296,0.181729721874185,0.474313985989512
"CTNNA1",0.106659531989032,0.262706731954456,0.564081813215085
"CTNNA3",-0.000832802276963616,0.882598554128879,0.947331987886319
"CTNNAL1",0.309980731892934,0.392490250171043,0.633420986698559
"CTNNB1",0.105066510481559,0.0925660025294225,0.338991288155397
"CTNNBIP1",0.0103505510950685,0.910952004349602,0.96167316272096
"CTNNBL1",0.129989681437167,0.157768731673065,0.445460236050156
"CTNND1",0.254912840856707,0.239954654063858,0.536502386916362
"CTNND2",-0.00640898640512091,0.391002218955771,0.632969171284309
"CTNS",-0.0259280651910272,0.838120476318191,0.927142152593791
"CTPS",1.3565933678208,0.00888706171404353,0.110854401380438
"CTPS2",-0.0334882071381823,0.802510758251323,0.909861864711886
"CTR9",-0.0217131265522266,0.891785286208459,0.95194085540007
"CTRB1",-0.03189562807571,0.214251829345105,0.504515939839181
"CTRB2",0.0205500486651896,0.0976418062096591,0.347524548462646
"CTRC",-0.0703168135111194,0.161880463883502,0.451360822828119
"CTRL",-0.0556797072669174,0.0300355828920609,0.193846568207
"CTSA",-0.24560892642234,0.0939882625069998,0.341092038714854
"CTSB",0.192054046013604,0.445961377728696,0.675219758168519
"CTSC",0.85454777635883,0.0137202971493116,0.133888189743509
"CTSD",-0.0740862942830445,0.237509716263144,0.533918594252505
"CTSF",0.103544058553665,0.490043387070677,0.708726771337466
"CTSH",0.197261936881602,0.70911434128157,0.856437021220933
"CTSK",-0.0850128138042887,0.798938164212645,0.907739068616814
"CTSL1",0.135218573360005,0.361566745931182,0.632969171284309
"CTSL1P2",0.00528780094081147,0.919649191687894,0.966533747315757
"CTSL1P8",0.0123447888185887,0.780246495810952,0.898018991297368
"CTSL2",0.0258197630654517,0.281724312744548,0.584490141378072
"CTSL3",1.0025049490139e-05,0.384110766832772,0.632969171284309
"CTSO",0.144725904691364,0.520402110574212,0.733127554686425
"CTSS",-0.442970939480984,0.0570552491200121,0.266285233284898
"CTSW",-0.0439954412545764,0.397238394411713,0.637536622099035
"CTSZ",0.15080237899971,0.327765645988462,0.632969171284309
"CTTN",0.0232151743671807,0.77173712062293,0.893131139100147
"CTTNBP2",-0.754609495541493,0.00263457391253532,0.066750410734525
"CTTNBP2NL",0.217057975274938,0.441105013950335,0.671242255196211
"CTU1",0.248656865727092,0.0908899637752783,0.335617624170389
"CTU2",0.0937903933906705,0.56645065604891,0.766289198011944
"CTXN1",-0.304895589184911,0.155905029218729,0.442573522909257
"CTXN2",0.0132634218436566,0.203053562515715,0.493314065371863
"CUBN",-0.194467768220775,0.0147258367632033,0.138452787448521
"CUEDC1",0.502945886716693,0.00504824924006543,0.0865876193481687
"CUEDC2",0.0176681218218411,0.859960476294737,0.936955311785161
"CUL1",0.283115822240558,0.0129793176347478,0.131056453238429
"CUL2",0.0315565051133282,0.492877339364693,0.710893440196931
"CUL3",0.0251400846378136,0.769854849333935,0.89222606546639
"CUL4A",0.182855951319158,0.00325530356086994,0.0733065694112937
"CUL4B",0.0448579127764202,0.367062926355339,0.632969171284309
"CUL5",0.0784199519503219,0.254038959733761,0.55303116533642
"CUL7",-0.452458088759934,0.000608047996721788,0.03635939928705
"CUL9",-0.258054775173424,0.0564591973869684,0.26494053929014
"CUTA",-0.186417849122218,0.00759928598573314,0.10284437593784
"CUTC",0.0725296247219296,0.654562591169516,0.823872642982865
"CUX1",0.104390978522208,0.530502320294886,0.74043393870418
"CUZD1",-0.0240068483381387,0.85121698022373,0.932530865742749
"CWC15",-0.0229133397721704,0.842065164369147,0.928900341742232
"CWC22",-0.19661230292282,0.0554068149783997,0.261861877988867
"CWC25",-0.0253530387476024,0.717917988642062,0.861751030432736
"CWC27",-0.0891154974924344,0.514800450949203,0.729037360107547
"CWF19L1",0.247236134435133,0.153582824826845,0.439318312876788
"CWF19L2",-0.0651289340136691,0.327829541735087,0.632969171284309
"CX3CL1",0.108840993585719,0.31647028066449,0.623002779014758
"CX3CR1",0.0233373127793312,0.468795482909497,0.692781811895304
"CXADR",-0.131202111835791,0.196583487106802,0.486832458997161
"CXADRP2",0.00431004797518283,0.392070820755556,0.63337525607344
"CXADRP3",-0.0164089164688302,0.185173237365087,0.474848948516888
"CXCL1",0.428010923402516,0.601935230748433,0.789819004413277
"CXCL10",-0.148736905057188,0.0815415180074233,0.319427103599328
"CXCL11",-0.0197664705450808,0.191246127555924,0.481710357271433
"CXCL12",-1.81805119403605,0.00334819074756388,0.0735605478343968
"CXCL14",-0.0310304381819117,0.593031603634333,0.784118668188164
"CXCL16",-0.619543252632652,0.011500840142534,0.124214074815828
"CXCL2",-0.0591657261374611,0.359687613281401,0.632969171284309
"CXCL3",0.0647554878090298,0.616073931882642,0.798881673008952
"CXCL5",0.0912479702203885,0.52350955535527,0.735133487745802
"CXCL6",0.113214189138938,0.843670307616534,0.92950806068934
"CXCL9",0.00794596286487522,0.655649449158971,0.824824663060295
"CXCR1",0.00420868486314746,0.391002218955771,0.632969171284309
"CXCR2",-0.0161545007404207,0.27555009982472,0.577923660694325
"CXCR5",-0.00795052186805389,0.347836582407725,0.632969171284309
"CXCR6",-0.0338309596378254,0.455257642390034,0.682762197144421
"CXCR7",-0.19726857763778,0.652063929151175,0.822496942891148
"CXXC1",0.0458765545833297,0.647637152570589,0.819826547682586
"CXXC1P1",-0.00701337718546186,0.391002218955771,0.632969171284309
"CXXC5",-0.582679527836624,0.015894946732816,0.143608737705972
"CXorf21",0.00698097423311881,0.391002218955771,0.632969171284309
"CXorf23",0.0157652823455101,0.757126870165483,0.884466181946109
"CXorf26",-0.262578284587665,0.0300001498532765,0.193769152822516
"CXorf28",0.00641682909663444,0.930728331449666,0.971547195103604
"CXorf31",0.00664687379009857,0.969174593079215,0.987414890794311
"CXorf36",-0.000148015269075326,0.991602547777551,0.996311407679322
"CXorf38",-0.044305574919645,0.582134161941822,0.777005171921523
"CXorf40A",0.0483446773240899,0.4622891109146,0.688069738953383
"CXorf40B",0.042081108989052,0.741175433953406,0.87604934822105
"CXorf41",-0.000844075938958445,0.932462937639886,0.971663157494035
"CXorf48",-0.0183551997870358,0.378221125124653,0.632969171284309
"CXorf49B",-0.00217996363567425,0.906190333200208,0.958897324025554
"CXorf56",-0.0591161145221522,0.14220104042225,0.423595190000922
"CXorf57",-0.0949513237256676,0.251329845379484,0.54979110930942
"CXorf58",0.00273245361861314,0.925059528529085,0.969404522913682
"CXorf68",0.010212379320333,0.391002218955771,0.632969171284309
"CXorf69",0.545385525788568,0.0281421195049964,0.186979128362427
"CYB561",-0.0255862332567531,0.80911351289985,0.913869896363228
"CYB561D1",0.210471807040822,0.119066118237998,0.38693149320322
"CYB561D2",0.00198353620898883,0.984164124837394,0.993136112188126
"CYB5A",0.585910615612604,0.00445652866585588,0.0837603269750902
"CYB5B",-0.161548925559354,0.169536209440852,0.460935463664454
"CYB5D1",-0.0636337082232736,0.388946913627469,0.632969171284309
"CYB5D2",-0.0990187583373485,0.510227914967942,0.725278776252887
"CYB5R1",-0.0185110426928574,0.902487267243601,0.957156600721029
"CYB5R2",0.351470134188016,0.0251426410952883,0.177422689559126
"CYB5R3",0.241553145474596,0.08485454537994,0.325699114942018
"CYB5R4",0.0655694828638396,0.641889013051324,0.815964879620581
"CYB5RL",-0.18392464480089,0.085525845906094,0.32705810494668
"CYBA",0.195075983412001,0.321256396896531,0.627403961138295
"CYBASC3",-0.230834503412567,0.19652971130101,0.486832458997161
"CYBB",-0.00650462790873859,0.18240638734389,0.474313985989512
"CYBRD1",0.21945587037219,0.297347260396943,0.601461957292077
"CYC1",0.130246425283118,0.397003692162946,0.637317838550694
"CYCS",0.31394065629381,0.122156728963088,0.392655287904178
"CYCSP52",0.225100634653471,0.299703626381603,0.604258861570882
"CYFIP1",0.191563304026736,0.0679257858458974,0.290793628550297
"CYFIP2",-0.67786763081733,0.0150793220332216,0.139902290892438
"CYGB",-0.325070813095083,0.0715184240132372,0.297035042321975
"CYHR1",0.0319891167784254,0.783370376134442,0.899701017508626
"CYLD",-0.163878462426061,0.0933782825496097,0.33989764807438
"CYP11A1",0.221904048548175,0.288736590521301,0.5921397826139
"CYP17A1",-0.0190979842154253,0.330907663351469,0.632969171284309
"CYP19A1",0.495015234046165,0.00517321755848489,0.0873469244410038
"CYP1A1",0.133199844918575,0.300525584529497,0.605036176291956
"CYP1A2",0.00315012455692867,0.850511465389141,0.932200091273621
"CYP1B1",0.0768760776914288,0.756498633048125,0.884265273346401
"CYP1B1-AS1",0.000102683608213056,0.998910561863482,0.999333328093045
"CYP20A1",0.106579458005371,0.115343318924309,0.380832833838772
"CYP21A1P",-0.0412982910635243,0.38827502675701,0.632969171284309
"CYP21A2",-0.0392601929861364,0.534428338423823,0.742764809334805
"CYP24A1",-0.441053832560355,0.106862665674705,0.36517830925307
"CYP26A1",0.0492522998619112,0.122862013601804,0.393382179255565
"CYP26B1",-0.486550876711434,0.231182572060937,0.526212474283467
"CYP26C1",-0.00912664255076215,0.761537057119122,0.887219661174571
"CYP27A1",-0.0660056122543242,0.706054928766275,0.854494425560081
"CYP27B1",0.0887532038939257,0.100456185727284,0.352712829886908
"CYP27C1",-0.00994121512902738,0.620813767204681,0.802027172229992
"CYP2A13",-0.00177999981631376,0.114187769896316,0.378238472842169
"CYP2A6",-0.188005147473793,0.108105760149319,0.367164289403575
"CYP2A7",0.042817981220359,0.211139902594418,0.501502428137364
"CYP2B6",0.0314909154926558,0.123295371704267,0.39448835260137
"CYP2B7P1",-0.0942847419837913,0.0759367345607157,0.307833646110336
"CYP2C18",0.0597457304892988,0.0594037167172513,0.271635724866603
"CYP2C19",0.00723410672897705,0.391002218955771,0.632969171284309
"CYP2C8",0.00239426812120005,0.91968675824158,0.966533747315757
"CYP2C9",0.016073510019107,0.206701196997679,0.496674062826253
"CYP2D6",-0.104677994595921,0.134875545946886,0.412912942648359
"CYP2D7P1",-0.0387218875698765,0.500578669204835,0.716312926686309
"CYP2E1",-0.172911989555413,0.473715144810047,0.696985071387348
"CYP2F1",-0.0386705520183289,0.538138249124511,0.746411926994577
"CYP2G1P",-0.0614595272526624,0.0993561217596505,0.349861726812293
"CYP2J2",-0.233008562893683,0.422554970348351,0.656396849811708
"CYP2R1",-0.0642504147232899,0.479580606252253,0.701476623404049
"CYP2S1",-0.157813999767343,0.394885624001513,0.635659562310468
"CYP2U1",0.212199903432857,0.223361782378715,0.515780997950088
"CYP2W1",-0.00317713147600419,0.845611202589023,0.930060051752845
